General Medical Devices|1985-01|0.5114744901657104
General Medical Devices|1985-02|0.5221205353736877
General Medical Devices|1985-03|0.578013002872467
General Medical Devices|1985-04|0.556201159954071
General Medical Devices|1985-05|0.594244122505188
General Medical Devices|1985-06|0.6299256086349487
General Medical Devices|1985-07|0.6093400120735168
General Medical Devices|1985-08|0.6393412351608276
General Medical Devices|1985-09|0.6269131302833557
General Medical Devices|1985-10|0.6434840559959412
General Medical Devices|1985-11|0.6921166777610779
General Medical Devices|1985-12|0.7602165341377258
General Medical Devices|1986-01|0.764385998249054
General Medical Devices|1986-02|0.7893567085266113
General Medical Devices|1986-03|0.9639926552772522
General Medical Devices|1986-04|0.9639926552772522
General Medical Devices|1986-05|1.039129376411438
General Medical Devices|1986-06|1.2076369524002075
General Medical Devices|1986-07|1.1290006637573242
General Medical Devices|1986-08|1.1197572946548462
General Medical Devices|1986-09|0.9448839426040649
General Medical Devices|1986-10|0.9702678322792053
General Medical Devices|1986-11|1.0683176517486572
General Medical Devices|1986-12|1.0343130826950073
General Medical Devices|1987-01|1.232674479484558
General Medical Devices|1987-02|1.371665120124817
General Medical Devices|1987-03|1.371665120124817
General Medical Devices|1987-04|1.3602811098098755
General Medical Devices|1987-05|1.3741973638534546
General Medical Devices|1987-06|1.4256227016448975
General Medical Devices|1987-07|1.4399075508117676
General Medical Devices|1987-08|1.4398287534713745
General Medical Devices|1987-09|1.353783369064331
General Medical Devices|1987-10|1.1415369510650635
General Medical Devices|1987-11|0.9895230531692505
General Medical Devices|1987-12|1.1071197986602783
General Medical Devices|1988-01|1.1185917854309082
General Medical Devices|1988-02|1.19949471950531
General Medical Devices|1988-03|1.0812751054763794
General Medical Devices|1988-04|1.0524417161941528
General Medical Devices|1988-05|1.0761345624923706
General Medical Devices|1988-06|1.0442274808883667
General Medical Devices|1988-07|1.047128438949585
General Medical Devices|1988-08|1.0891166925430298
General Medical Devices|1988-09|1.1270751953125
General Medical Devices|1988-10|1.1212358474731445
General Medical Devices|1988-11|1.0816107988357544
General Medical Devices|1988-12|1.1315761804580688
