1990-01|127.500
1990-02|128.000
1990-03|128.600
1990-04|128.900
1990-05|129.100
1990-06|129.900
1990-07|130.500
1990-08|131.600
1990-09|132.500
1990-10|133.400
1990-11|133.700
1990-12|134.200
1991-01|134.700
1991-02|134.800
1991-03|134.800
1991-04|135.100
1991-05|135.600
1991-06|136.000
1991-07|136.200
1991-08|136.600
1991-09|137.000
1991-10|137.200
1991-11|137.800
1991-12|138.200
1992-01|138.300
1992-02|138.600
1992-03|139.100
1992-04|139.400
1992-05|139.700
1992-06|140.100
1992-07|140.500
1992-08|140.800
1992-09|141.100
1992-10|141.700
1992-11|142.100
1992-12|142.300
1993-01|142.800
1993-02|143.100
1993-03|143.300
1993-04|143.800
1993-05|144.200
1993-06|144.300
1993-07|144.500
1993-08|144.800
1993-09|145.000
1993-10|145.600
1993-11|146.000
1993-12|146.300
1994-01|146.300
1994-02|146.700
1994-03|147.100
1994-04|147.200
1994-05|147.500
1994-06|147.900
1994-07|148.400
1994-08|149.000
1994-09|149.300
1994-10|149.400
1994-11|149.800
1994-12|150.100
1995-01|150.500
1995-02|150.900
1995-03|151.200
1995-04|151.800
1995-05|152.100
1995-06|152.400
1995-07|152.600
1995-08|152.900
1995-09|153.100
1995-10|153.500
1995-11|153.700
1995-12|153.900
1996-01|154.700
1996-02|155.000
1996-03|155.500
1996-04|156.100
1996-05|156.400
1996-06|156.700
1996-07|157.000
1996-08|157.200
1996-09|157.700
1996-10|158.200
1996-11|158.700
1996-12|159.100
1997-01|159.400
1997-02|159.700
1997-03|159.800
1997-04|159.900
1997-05|159.900
1997-06|160.200
1997-07|160.400
1997-08|160.800
1997-09|161.200
1997-10|161.500
1997-11|161.700
1997-12|161.800
1998-01|162.000
1998-02|162.000
1998-03|162.000
1998-04|162.200
1998-05|162.600
1998-06|162.800
1998-07|163.200
1998-08|163.400
1998-09|163.500
1998-10|163.900
1998-11|164.100
1998-12|164.400
1999-01|164.700
1999-02|164.700
1999-03|164.800
1999-04|165.900
1999-05|166.000
1999-06|166.000
1999-07|166.700
1999-08|167.100
1999-09|167.800
1999-10|168.100
1999-11|168.400
1999-12|168.800
2000-01|169.300
2000-02|170.000
2000-03|171.000
2000-04|170.900
2000-05|171.200
2000-06|172.200
2000-07|172.700
2000-08|172.700
2000-09|173.600
2000-10|173.900
2000-11|174.200
2000-12|174.600
2001-01|175.600
2001-02|176.000
2001-03|176.100
2001-04|176.400
2001-05|177.300
2001-06|177.700
2001-07|177.400
2001-08|177.400
2001-09|178.100
2001-10|177.600
2001-11|177.500
2001-12|177.400
2002-01|177.700
2002-02|178.000
2002-03|178.500
2002-04|179.300
2002-05|179.500
2002-06|179.600
2002-07|180.000
2002-08|180.500
2002-09|180.800
2002-10|181.200
2002-11|181.500
2002-12|181.800
2003-01|182.600
2003-02|183.600
2003-03|183.900
2003-04|183.200
2003-05|182.900
2003-06|183.100
2003-07|183.700
2003-08|184.500
2003-09|185.100
2003-10|184.900
2003-11|185.000
2003-12|185.500
2004-01|186.300
2004-02|186.700
2004-03|187.100
2004-04|187.400
2004-05|188.200
2004-06|188.900
2004-07|189.100
2004-08|189.200
2004-09|189.800
2004-10|190.800
2004-11|191.700
2004-12|191.700
2005-01|191.600
2005-02|192.400
2005-03|193.100
2005-04|193.700
2005-05|193.600
2005-06|193.700
2005-07|194.900
2005-08|196.100
2005-09|198.800
2005-10|199.100
2005-11|198.100
2005-12|198.100
2006-01|199.300
2006-02|199.400
2006-03|199.700
2006-04|200.700
2006-05|201.300
2006-06|201.800
2006-07|202.900
2006-08|203.800
2006-09|202.800
2006-10|201.900
2006-11|202.000
2006-12|203.100
2007-01|203.437
2007-02|204.226
2007-03|205.288
2007-04|205.904
2007-05|206.755
2007-06|207.234
2007-07|207.603
2007-08|207.667
2007-09|208.547
2007-10|209.190
2007-11|210.834
2007-12|211.445
2008-01|212.174
2008-02|212.687
2008-03|213.448
2008-04|213.942
2008-05|215.208
2008-06|217.463
2008-07|219.016
2008-08|218.690
2008-09|218.877
2008-10|216.995
2008-11|213.153
2008-12|211.398
2009-01|211.933
2009-02|212.705
2009-03|212.495
2009-04|212.709
2009-05|213.022
2009-06|214.790
2009-07|214.726
2009-08|215.445
2009-09|215.861
2009-10|216.509
2009-11|217.234
2009-12|217.347
2010-01|217.488
2010-02|217.281
2010-03|217.353
2010-04|217.403
2010-05|217.290
2010-06|217.199
2010-07|217.605
2010-08|217.923
2010-09|218.275
2010-10|219.035
2010-11|219.590
2010-12|220.472
2011-01|221.187
2011-02|221.898
2011-03|223.046
2011-04|224.093
2011-05|224.806
2011-06|224.806
2011-07|225.395
2011-08|226.106
2011-09|226.597
2011-10|226.750
2011-11|227.169
2011-12|227.223
2012-01|227.842
2012-02|228.329
2012-03|228.807
2012-04|229.187
2012-05|228.713
2012-06|228.524
2012-07|228.590
2012-08|229.918
2012-09|231.015
2012-10|231.638
2012-11|231.249
2012-12|231.221
2013-01|231.679
2013-02|232.937
2013-03|232.282
2013-04|231.797
2013-05|231.893
2013-06|232.445
2013-07|232.900
2013-08|233.456
2013-09|233.544
2013-10|233.669
2013-11|234.100
2013-12|234.719
2014-01|235.288
2014-02|235.547
2014-03|236.028
2014-04|236.468
2014-05|236.918
2014-06|237.231
2014-07|237.498
2014-08|237.460
2014-09|237.477
2014-10|237.430
2014-11|236.983
2014-12|236.252
2015-01|234.747
2015-02|235.342
2015-03|235.976
2015-04|236.222
2015-05|237.001
2015-06|237.657
2015-07|238.034
2015-08|238.033
2015-09|237.498
2015-10|237.733
2015-11|238.017
2015-12|237.761
2016-01|237.652
2016-02|237.336
2016-03|238.080
2016-04|238.992
2016-05|239.557
2016-06|240.222
2016-07|240.101
2016-08|240.545
2016-09|241.176
2016-10|241.741
2016-11|242.026
2016-12|242.637
2017-01|243.618
2017-02|244.006
2017-03|243.892
2017-04|244.193
2017-05|244.004
2017-06|244.163
2017-07|244.243
2017-08|245.183
2017-09|246.435
2017-10|246.626
2017-11|247.284
2017-12|247.805
2018-01|248.859
2018-02|249.529
2018-03|249.577
2018-04|250.227
2018-05|250.792
2018-06|251.018
2018-07|251.214
2018-08|251.663
2018-09|252.182
2018-10|252.772
2018-11|252.594
2018-12|252.767
2019-01|252.561
2019-02|253.319
2019-03|254.277
2019-04|255.233
2019-05|255.296
2019-06|255.213
2019-07|255.802
2019-08|256.036
2019-09|256.430
2019-10|257.155
2019-11|257.879
2019-12|258.630
2020-01|258.906
2020-02|259.246
2020-03|258.150
2020-04|256.126
2020-05|255.848
2020-06|257.004
2020-07|258.408
2020-08|259.366
2020-09|259.951
2020-10|260.249
2020-11|260.895
2020-12|262.005
2021-01|262.518
2021-02|263.583
2021-03|264.910
2021-04|266.752
2021-05|268.452
2021-06|270.664
2021-07|271.994
2021-08|272.789
2021-09|273.887
2021-10|276.434
2021-11|278.799
2021-12|280.808
2022-01|282.390
2022-02|284.535
2022-03|287.553
2022-04|288.764
2022-05|291.359
2022-06|294.996
2022-07|294.977
2022-08|295.209
2022-09|296.341
2022-10|297.863
2022-11|298.648
2022-12|298.812
2023-01|300.356
2023-02|301.509
2023-03|301.744
2023-04|303.032
2023-05|303.365
2023-06|304.003
2023-07|304.628
2023-08|306.187
2023-09|307.288
2023-10|307.531
2023-11|308.024
2023-12|308.742
2024-01|309.685
2024-02|311.054
2024-03|312.230
2024-04|313.207
2024-05|313.225
2024-06|313.049
2024-07|313.534
2024-08|314.121
2024-09|314.686
